brand_key,brand_name,region,currency,fact_name,fact_value,fact_quote,official_source,valid_from,valid_to,first_seen,last_reviewed_at,last_changed,change_detail,fetch_status
iscooter,iScooter,US,USD,warranty_start_basis,Physical receipt date,Scooters and hoverboards include 12 months of coverage for original material and workmanship defects from physical receipt; proof of purchase is required and consumables are excluded.,https://www.iscooterglobal.com/pages/warranty,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
iscooter,iScooter,US,USD,warranty_term,12 months for scooters and hoverboards,Scooters and hoverboards include 12 months of coverage for original material and workmanship defects from physical receipt; proof of purchase is required and consumables are excluded.,https://www.iscooterglobal.com/pages/warranty,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
jackery,Jackery,US,USD,coupon_stacking_rule,Stackable additional discount,"Complete Jackery's student verification flow to receive an additional 5% stackable discount on eligible products. New releases, refurbished products, and special collaborations are excluded.",https://www.jackery.com/pages/student-discount,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
jackery,Jackery,US,USD,discount_eligibility,"Medical professionals, first responders, military members, and teachers","Medical professionals, first responders, military members, and teachers can verify eligibility for an additional 5% code under the official special-discount terms.",https://www.jackery.com/pages/special-discount,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
jackery,Jackery,US,USD,discount_scope,"Excludes new releases, refurbished products, and special collaborations","Complete Jackery's student verification flow to receive an additional 5% stackable discount on eligible products. New releases, refurbished products, and special collaborations are excluded.",https://www.jackery.com/pages/student-discount,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
jackery,Jackery,US,USD,eligible_group_discount,5%,"Medical professionals, first responders, military members, and teachers can verify eligibility for an additional 5% code under the official special-discount terms.",https://www.jackery.com/pages/special-discount,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
jackery,Jackery,US,USD,student_discount,5%,"Complete Jackery's student verification flow to receive an additional 5% stackable discount on eligible products. New releases, refurbished products, and special collaborations are excluded.",https://www.jackery.com/pages/student-discount,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
keychron,Keychron,US,USD,coupon_offer,10%,"Complete the actions on Keychron's official page to unlock a 10% coupon. The page excludes the HE series, products launched in the prior six months, and orders during sitewide promotions.",https://www.keychron.com/pages/get-10-off-your-next-keychron-purchase,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
keychron,Keychron,US,USD,coupon_usage_limit,Single use,"Complete the actions on Keychron's official page to unlock a 10% coupon. The page excludes the HE series, products launched in the prior six months, and orders during sitewide promotions.",https://www.keychron.com/pages/get-10-off-your-next-keychron-purchase,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
keychron,Keychron,US,USD,discount_scope,"Excludes HE series, products launched in the prior six months, and sitewide-promotion orders","Complete the actions on Keychron's official page to unlock a 10% coupon. The page excludes the HE series, products launched in the prior six months, and orders during sitewide promotions.",https://www.keychron.com/pages/get-10-off-your-next-keychron-purchase,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
keychron,Keychron,US,USD,student_discount,,Use Keychron's own student-discount page to check the current eligibility and claim flow. No percentage is claimed here because the accessible page did not state one clearly.,https://www.keychron.com/pages/student-discount,,,2026-09-12,2026-09-12,2026-09-12,initial publication,UNVERIFIED
laifen,Laifen,US,USD,free_shipping_scope,All purchases,Laifen's U.S. shipping policy states that all purchases ship free.,https://www.laifentech.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
laifen,Laifen,US,USD,refund_processing_time,3–5 working days after warehouse receipt,"After the return reaches Laifen's warehouse, refunds go to the original payment method and typically process in 3–5 working days.",https://www.laifentech.com/pages/returns-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
laifen,Laifen,US,USD,refurbished_warranty_term,3 months unless remaining original warranty is longer,Laifen-provided refurbished products receive a three-month limited warranty unless the remaining original warranty is longer.,https://www.laifentech.com/pages/warranty,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
laifen,Laifen,US,USD,return_condition,Undamaged with all accessories and original packaging,Undamaged products may be returned within 30 days of delivery with all accessories and original packaging; card and currency-conversion fees are excluded.,https://www.laifentech.com/pages/returns-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
laifen,Laifen,US,USD,return_shipping_responsibility,Buyer pays for non-quality returns,The buyer pays shipping for returns not based on a proven defect and assumes transit risk for those non-quality returns.,https://www.laifentech.com/pages/returns-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
laifen,Laifen,US,USD,return_window,30 days after delivery,Undamaged products may be returned within 30 days of delivery with all accessories and original packaging; card and currency-conversion fees are excluded.,https://www.laifentech.com/pages/returns-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
laifen,Laifen,US,USD,shipping_processing_time,Qualifying weekday orders by noon Eastern usually ship the same day,Orders typically arrive 2–7 business days after shipment; qualifying weekday orders received by noon Eastern are usually shipped the same day.,https://www.laifentech.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
laifen,Laifen,US,USD,shipping_transit_time,2–7 business days after shipment,Orders typically arrive 2–7 business days after shipment; qualifying weekday orders received by noon Eastern are usually shipped the same day.,https://www.laifentech.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
laifen,Laifen,US,USD,warranty_start_basis,Later verifiable date of purchase or delivery receipt,"The standard warranty is one or two years depending on the product model, beginning on the later verifiable date of purchase or delivery receipt.",https://www.laifentech.com/pages/warranty,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
laifen,Laifen,US,USD,warranty_term,1 or 2 years depending on product model,"The standard warranty is one or two years depending on the product model, beginning on the later verifiable date of purchase or delivery receipt.",https://www.laifentech.com/pages/warranty,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
levoit,LEVOIT,US,USD,coupon_issuance_frequency,One code every 24 hours,"Select the eligible group, sign in to VerifyPass, and complete verification to receive a one-time checkout code. LEVOIT says one code can be obtained every 24 hours.",https://levoit.com/pages/verify-pass,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
levoit,LEVOIT,US,USD,eligible_group_discount,One-time checkout code,"Select the eligible group, sign in to VerifyPass, and complete verification to receive a one-time checkout code. LEVOIT says one code can be obtained every 24 hours.",https://levoit.com/pages/verify-pass,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
levoit,LEVOIT,US,USD,return_authorization_requirement,RMA authorization required,"LEVOIT's official policy allows eligible direct purchases to be authorized for return within 30 days of delivery, subject to the RMA and condition requirements.",https://levoit.com/pages/returns-levoit,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
levoit,LEVOIT,US,USD,return_condition,Eligible direct purchases subject to stated condition requirements,"LEVOIT's official policy allows eligible direct purchases to be authorized for return within 30 days of delivery, subject to the RMA and condition requirements.",https://levoit.com/pages/returns-levoit,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
levoit,LEVOIT,US,USD,return_window,30 days after delivery,"LEVOIT's official policy allows eligible direct purchases to be authorized for return within 30 days of delivery, subject to the RMA and condition requirements.",https://levoit.com/pages/returns-levoit,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
nanoleaf,Nanoleaf,US,USD,coupon_stacking_rule,One discount or promotional offer per order unless stated otherwise,"Nanoleaf states that promotions and single-use codes are subject to their own terms and, unless stated otherwise, only one discount or promotional offer may be used per order.",https://nanoleaf.me/en-us/pages/shipping-orders,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
nanoleaf,Nanoleaf,US,USD,return_condition,"Subject to condition, authorization, fees, and listed exceptions","Nanoleaf's U.S. shop FAQ states that eligible products may be returned within 30 days, subject to condition, authorization, fees, and listed exceptions.",https://nanoleaf.me/en-us/pages/nanoleaf-shop-faq,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
nanoleaf,Nanoleaf,US,USD,return_window,30 days,"Nanoleaf's U.S. shop FAQ states that eligible products may be returned within 30 days, subject to condition, authorization, fees, and listed exceptions.",https://nanoleaf.me/en-us/pages/nanoleaf-shop-faq,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
olight,Olight,US,USD,refund_processing_time,1–5 business days,Approved refunds are issued to the original payment method within 1–5 business days; replacement products typically ship within two business days.,https://www.olightstore.com/lifetime-warranty-return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
olight,Olight,US,USD,replacement_processing_time,Typically within 2 business days,Approved refunds are issued to the original payment method within 1–5 business days; replacement products typically ship within two business days.,https://www.olightstore.com/lifetime-warranty-return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
olight,Olight,US,USD,return_condition,"Unused, original packaging, with promotional or free items",Products must be unused and in original packaging. Promotional or free items must accompany the original order for a full refund.,https://www.olightstore.com/lifetime-warranty-return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
olight,Olight,US,USD,return_shipping_responsibility,Prepaid label may be provided within 30 days; customer may pay after 30 days,"Olight may provide a prepaid return label for products purchased within 30 days; after 30 days, return shipping may be the customer's responsibility.",https://www.olightstore.com/lifetime-warranty-return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
olight,Olight,US,USD,return_window,30 days after receipt,"Orders may be returned within 30 days of receipt for any reason, subject to the official return conditions.",https://www.olightstore.com/lifetime-warranty-return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
olight,Olight,US,USD,warranty_remedy,Repair or replacement without charge; outbound shipping covered,"After receiving and verifying a covered issue, Olight says it will repair or replace the product without charge and cover outbound shipping for the repaired or replacement product.",https://www.olightstore.com/lifetime-warranty-return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
olight,Olight,US,USD,warranty_term,Lifetime for eligible products purchased after 2023; accessories excluded,Olight says products purchased after 2023 are eligible for lifetime warranty coverage through its local service centers; accessories are excluded from those terms.,https://www.olightstore.com/lifetime-warranty-return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
reolink,Reolink,US,USD,promotion_schedule,Third Wednesday of each month,Reolink says Reolink Day occurs on the third Wednesday of each month with time-limited savings and rewards. Confirm that the event is live before relying on an offer.,https://reolink.com/us/lp/reolink-day/,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
reolink,Reolink,US,USD,public_coupon,,"Check Reolink's own guide and linked flash-sale areas for a code that is visibly current, product-eligible, and within its stated validity period. No unverified code is reproduced here.",https://reolink.com/blog/reolink-coupon-code/,,,2026-09-12,2026-09-12,2026-09-12,initial publication,UNVERIFIED
roborock,Roborock,US,USD,discount_eligibility,"Military, first responders, teachers, doctors, nurses, and hospital employees","Eligible military members, first responders, teachers, doctors, nurses, and hospital employees can verify status through the official page to receive a code for qualifying vacuums over $150, subject to exclusions.",https://us.roborock.com/pages/exclusive-offer,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
roborock,Roborock,US,USD,discount_threshold,Vacuum purchase over $150,"Eligible military members, first responders, teachers, doctors, nurses, and hospital employees can verify status through the official page to receive a code for qualifying vacuums over $150, subject to exclusions.",https://us.roborock.com/pages/exclusive-offer,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
roborock,Roborock,US,USD,eligible_group_discount,Unique code for qualifying vacuums,"Eligible military members, first responders, teachers, doctors, nurses, and hospital employees can verify status through the official page to receive a code for qualifying vacuums over $150, subject to exclusions.",https://us.roborock.com/pages/exclusive-offer,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
roborock,Roborock,US,USD,signup_discount,5%,Subscribe through Roborock's active-coupons page to receive the 5% signup offer. Use the conditions shown when the coupon is issued.,https://us.roborock.com/pages/customers-active-coupons,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
songmics,SONGMICS,US,USD,free_shipping_scope,All official-store products,SONGMICS states that shipping and handling are free for all products in its official store.,https://www.songmics.com/pages/shipping-delivery,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
songmics,SONGMICS,US,USD,return_shipping_responsibility,"Customer pays for preference-based returns; SONGMICS pays for damaged, defective, incomplete, incorrect, misdescribed, or delayed orders","The customer pays direct return costs for reasons such as ordering the wrong item, changing their mind, finding a better price, or choosing an item that does not fit the intended use. SONGMICS covers return shipping when an item is damaged, defective, missing parts, incorrect, not as described, or delayed in shipping.",https://www.songmics.com/pages/returns-and-exchanges,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
songmics,SONGMICS,US,USD,return_window,Cancel within 30 days of possession; send back within 30 days after cancellation notice,A shopper may cancel within 30 days of taking possession and must send the goods back within 30 days after communicating the cancellation.,https://www.songmics.com/pages/returns-and-exchanges,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
songmics,SONGMICS,US,USD,shipping_method,"FedEx, UPS, USPS, Amazon shipping, or truck delivery depending on item","Shipping normally takes 3–8 working days through carriers such as FedEx, UPS, USPS, or Amazon shipping; larger furniture may use truck delivery.",https://www.songmics.com/pages/shipping-delivery,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
songmics,SONGMICS,US,USD,shipping_transit_time,3–8 working days; larger furniture may use truck delivery,"Shipping normally takes 3–8 working days through carriers such as FedEx, UPS, USPS, or Amazon shipping; larger furniture may use truck delivery.",https://www.songmics.com/pages/shipping-delivery,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
songmics,SONGMICS,US,USD,signup_discount,18%,Subscribers exclusive 18% OFF.,https://www.songmics.com/,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
soundcore,soundcore,US,USD,coupon_usage_limit,Single use,Submit an email and pay the $1 deposit during the stated Sleep 4 or Sleep 4 Pro promotion period. soundcore says the single-use $30 code is emailed after launch and remains valid for 30 days after issue.,https://www.soundcore.com/official-rules-for-sleep-earbuds,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
soundcore,soundcore,US,USD,coupon_validity_period,30 days after issue,Submit an email and pay the $1 deposit during the stated Sleep 4 or Sleep 4 Pro promotion period. soundcore says the single-use $30 code is emailed after launch and remains valid for 30 days after issue.,https://www.soundcore.com/official-rules-for-sleep-earbuds,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
soundcore,soundcore,US,USD,discount_threshold,$1 deposit,Submit an email and pay the $1 deposit during the stated Sleep 4 or Sleep 4 Pro promotion period. soundcore says the single-use $30 code is emailed after launch and remains valid for 30 days after issue.,https://www.soundcore.com/official-rules-for-sleep-earbuds,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
soundcore,soundcore,US,USD,free_shipping_method,Standard shipping,"soundcore's U.S. shipping policy lists free standard shipping for all customers, generally in 3–7 business days.",https://www.soundcore.com/policies/shipping-policy,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
soundcore,soundcore,US,USD,free_shipping_scope,All customers,"soundcore's U.S. shipping policy lists free standard shipping for all customers, generally in 3–7 business days.",https://www.soundcore.com/policies/shipping-policy,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
soundcore,soundcore,US,USD,shipping_transit_time,3–7 business days,"soundcore's U.S. shipping policy lists free standard shipping for all customers, generally in 3–7 business days.",https://www.soundcore.com/policies/shipping-policy,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
soundcore,soundcore,US,USD,signup_discount,$30 single-use launch code after a $1 deposit,Submit an email and pay the $1 deposit during the stated Sleep 4 or Sleep 4 Pro promotion period. soundcore says the single-use $30 code is emailed after launch and remains valid for 30 days after issue.,https://www.soundcore.com/official-rules-for-sleep-earbuds,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
valerion,Valerion,US,USD,free_shipping_method,Standard shipping,"Standard shipping for projectors, screens, and accessories has no transportation charge; customs duties, VAT, and other import fees can still apply.",https://www.valerion.com/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
valerion,Valerion,US,USD,free_shipping_scope,"Projectors, screens, and accessories","Standard shipping for projectors, screens, and accessories has no transportation charge; customs duties, VAT, and other import fees can still apply.",https://www.valerion.com/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
valerion,Valerion,US,USD,refund_processing_time,Up to 15 days after inspection,"After a return passes inspection, Valerion says the refund can take up to 15 days and is sent to the original payment method.",https://www.valerion.com/return-and-refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
valerion,Valerion,US,USD,return_condition,All accessories and original packaging,Returns must include all accessories and original packaging. Non-quality returns are shipped at the buyer's expense.,https://www.valerion.com/return-and-refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
valerion,Valerion,US,USD,return_shipping_responsibility,Buyer pays for non-quality returns,Returns must include all accessories and original packaging. Non-quality returns are shipped at the buyer's expense.,https://www.valerion.com/return-and-refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
valerion,Valerion,US,USD,return_window,30 days after delivery,Undamaged products may be returned within 30 days of delivery for a full product refund after warehouse receipt and inspection.,https://www.valerion.com/return-and-refund-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
valerion,Valerion,US,USD,shipping_address_change_rule,Cannot change after preparation or shipment; reshipping may incur a fee,The delivery address cannot be changed after an order has been prepared or shipped; reshipping an undeliverable order can incur an additional fee.,https://www.valerion.com/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
valerion,Valerion,US,USD,shipping_restriction,"Customs duties, VAT, and other import fees may apply","Standard shipping for projectors, screens, and accessories has no transportation charge; customs duties, VAT, and other import fees can still apply.",https://www.valerion.com/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
valerion,Valerion,US,USD,shipping_transit_time,3–4 business days after processing,"Valerion lists delivery within 3–4 business days after order processing, while noting that dates are estimates and orders may ship separately.",https://www.valerion.com/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,free_shipping_scope,U.S. dash-cam orders,Vantrue's official site states that U.S. dash-cam orders ship free; checkout shows the available shipping method for the destination.,https://www.vantrue.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,refurbished_warranty_term,12 months; extended warranty plans not available,Separately sold refurbished or repaired units carry a 12-month limited warranty and are not eligible for extended warranty plans.,https://www.vantrue.com/pages/warranty,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,return_authorization_requirement,Official authorization process required,Eligible unused or defective purchases from Vantrue.com can be returned within 30 days under the official conditions and authorization process.,https://www.vantrue.com/pages/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,return_condition,Eligible unused or defective Vantrue.com purchases,Eligible unused or defective purchases from Vantrue.com can be returned within 30 days under the official conditions and authorization process.,https://www.vantrue.com/pages/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,return_shipping_responsibility,Customer pays change-of-mind returns; original shipping deducted,"Change-of-mind returns are sent at the customer's expense, require valid tracking, and have the original shipping cost deducted from the refund.",https://www.vantrue.com/pages/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,return_window,30 days,Eligible unused or defective purchases from Vantrue.com can be returned within 30 days under the official conditions and authorization process.,https://www.vantrue.com/pages/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,shipping_processing_time,Most orders within 1 business day,"Most orders ship within one business day, and Vantrue says orders generally arrive in about 3–5 business days.",https://www.vantrue.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,shipping_transit_time,About 3–5 business days,"Most orders ship within one business day, and Vantrue says orders generally arrive in about 3–5 business days.",https://www.vantrue.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,warranty_extension,"6 months, for 18 months total","Register an eligible product on Vantrue.com to add six months to the standard warranty, for 18 months total coverage.",https://www.vantrue.com/pages/warranty,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,warranty_registration_requirement,Register an eligible product on Vantrue.com,"Register an eligible product on Vantrue.com to add six months to the standard warranty, for 18 months total coverage.",https://www.vantrue.com/pages/warranty,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,warranty_start_basis,Original order date,Vantrue products include a 12-month warranty beginning on the original order date.,https://www.vantrue.com/pages/warranty,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vantrue,Vantrue,US,USD,warranty_term,12 months,Vantrue products include a 12-month warranty beginning on the original order date.,https://www.vantrue.com/pages/warranty,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,defect_claim_window,90 days after delivery,VEVOR accepts returns or exchanges within 90 days of delivery for qualifying manufacturing defects or mechanical failures.,https://www.vevor.com/pages/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,discount_threshold,Order $99+,Order $99.00+.,https://www.vevor.com/newcomer,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,free_shipping_scope,Most products,VEVOR says products currently ship free except in certain remote areas. Order-page charges govern excluded destinations.,https://www.vevor.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,member_discount,"Tier discounts, category savings, exclusive sales, and reward coupons","Qualified Pro members can receive tier-based discounts, special-category savings, exclusive sales, and reward coupons under the official program terms.",https://www.vevor.com/pages/pro-member-program,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,return_authorization_requirement,Authorization required,Most items in original condition can be returned or exchanged within 30 days of delivery after obtaining VEVOR authorization.,https://www.vevor.com/pages/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,return_condition,Most items in original condition,Most items in original condition can be returned or exchanged within 30 days of delivery after obtaining VEVOR authorization.,https://www.vevor.com/pages/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,return_window,30 days after delivery,Most items in original condition can be returned or exchanged within 30 days of delivery after obtaining VEVOR authorization.,https://www.vevor.com/pages/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,shipping_processing_time,1–2 business days,The shipping policy lists 1–2 business days for processing and 2–6 business days for delivery; heavy products may take about 10–15 working days.,https://www.vevor.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,shipping_restriction,Certain remote areas excluded; order-page charges govern,VEVOR says products currently ship free except in certain remote areas. Order-page charges govern excluded destinations.,https://www.vevor.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,shipping_transit_time,2–6 business days; heavy products about 10–15 working days,The shipping policy lists 1–2 business days for processing and 2–6 business days for delivery; heavy products may take about 10–15 working days.,https://www.vevor.com/pages/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,signup_discount,$5,Order $99.00+.,https://www.vevor.com/newcomer,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,warranty_remedy,Free repair for covered manufacturing defects or mechanical failures,"VEVOR states that its products include a standard 12-month manufacturer warranty, with free repair service for covered manufacturing defects or mechanical failures.",https://www.vevor.com/pages/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vevor,VEVOR,US,USD,warranty_term,12 months,"VEVOR states that its products include a standard 12-month manufacturer warranty, with free repair service for covered manufacturing defects or mechanical failures.",https://www.vevor.com/pages/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
viofo,VIOFO,US,USD,public_coupon,,"VIOFO's official Labor Day page states that the event ran September 2–8, 2026. It is not treated as a current promotion on September 12.",https://www.viofo.com/pages/labor-day-sale,,,2026-09-12,2026-09-12,2026-09-12,initial publication,NOT_APPLICABLE
vivosun,VIVOSUN,US,USD,defect_return_remedy,Return or replacement without charge after official review,Products proven defective can be returned or replaced without charge after official review of the supporting photos or video.,https://vivosun.com/help/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vivosun,VIVOSUN,US,USD,first_order_discount,8%,Sign up through VIVOSUN's official site to receive the advertised first-order discount. No reusable public code is claimed here.,https://vivosun.com/,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vivosun,VIVOSUN,US,USD,return_authorization_requirement,Advance approval required,Returns must be approved in advance and initiated within 30 days of delivery. Return-shipping deductions and product-condition rules apply.,https://vivosun.com/help/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vivosun,VIVOSUN,US,USD,return_condition,Product-condition rules apply,Returns must be approved in advance and initiated within 30 days of delivery. Return-shipping deductions and product-condition rules apply.,https://vivosun.com/help/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vivosun,VIVOSUN,US,USD,return_shipping_responsibility,Return-shipping deductions may apply,Returns must be approved in advance and initiated within 30 days of delivery. Return-shipping deductions and product-condition rules apply.,https://vivosun.com/help/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vivosun,VIVOSUN,US,USD,return_window,30 days after delivery,Returns must be approved in advance and initiated within 30 days of delivery. Return-shipping deductions and product-condition rules apply.,https://vivosun.com/help/return-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vivosun,VIVOSUN,US,USD,shipping_destination_scope,48 contiguous U.S. states,"VIVOSUN ships to the 48 contiguous states and excludes Alaska, Hawaii, Puerto Rico, Guam, the U.S. Virgin Islands, and other U.S. territories.",https://vivosun.com/help/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vivosun,VIVOSUN,US,USD,shipping_processing_time,Most orders within 1 business day,"Most orders are processed within one business day, and standard shipping typically takes 5–10 business days.",https://vivosun.com/help/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vivosun,VIVOSUN,US,USD,shipping_restriction,"Alaska, Hawaii, Puerto Rico, Guam, U.S. Virgin Islands, and other U.S. territories excluded","VIVOSUN ships to the 48 contiguous states and excludes Alaska, Hawaii, Puerto Rico, Guam, the U.S. Virgin Islands, and other U.S. territories.",https://vivosun.com/help/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vivosun,VIVOSUN,US,USD,shipping_transit_time,Standard shipping typically 5–10 business days,"Most orders are processed within one business day, and standard shipping typically takes 5–10 business days.",https://vivosun.com/help/shipping-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
vivosun,VIVOSUN,US,USD,warranty_term,Most products: 2 years; Eligible LED grow lights: up to 5 years,Most VIVOSUN products carry a two-year limited warranty; exact product and component terms are listed in the manual and official warranty policy. Eligible LED grow lights have up to five years of total coverage; the official policy lists two unlimited years for most models and an additional three limited years for AeroLight and LumaLight.,https://vivosun.com/help/warranty-policy,,,2026-09-13,2026-09-13,2026-09-13,initial publication,OK
waterdrop,Waterdrop,US,USD,eligible_group_discount,15%,"Eligible groups can select their status, complete VerifyPass verification, and receive a unique 15% code for eligible products.",https://www.waterdropfilter.com/pages/exclusive-discounts,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
waterdrop,Waterdrop,US,USD,signup_discount,$20,Subscribe through Waterdrop's official deals page to receive the $20 coupon. Use the eligibility and product terms delivered with the coupon.,https://www.waterdropfilter.com/pages/waterdrop-deals,,,2026-09-12,2026-09-12,2026-09-12,initial publication,OK
